year,date,cardinal_direction_seq,classification_seq,hour_00,hour_01,hour_02,hour_03,hour_04,hour_05,hour_06,hour_07,hour_08,hour_09,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,public_holiday,school_holiday
2017,2017-12-14,Westbound,All Vehicles,508,359,234,229,188,386,767,1030,1213,1164,1251,1228,1286,1425,1649,1749,1712,1759,1737,1353,1173,1244,1102,731,0,0
2017,2017-12-15,Westbound,All Vehicles,466,375,293,216,210,377,749,976,1166,1085,1209,1311,1371,1475,1659,1798,1787,1595,1596,1382,1139,1353,1462,1166,0,0
2017,2017-12-15,Eastbound,All Vehicles,204,157,144,183,342,1110,1973,1797,1728,1668,1456,1401,1266,1320,1373,1494,1533,1604,1511,1417,900,853,786,533,0,0
2017,2017-12-16,Eastbound,All Vehicles,359,287,225,240,255,635,1295,1111,1366,1443,1531,1455,1482,1466,1319,1319,1396,1496,1556,1229,1006,1033,834,662,0,1
2017,2017-12-16,Westbound,All Vehicles,761,508,394,373,303,320,494,715,879,1194,1435,1462,1509,1593,1628,1520,1422,1414,1365,1188,1035,1084,1270,1121,0,1
2017,2017-12-17,Eastbound,All Vehicles,464,333,274,235,215,333,476,574,800,1293,1373,1474,1449,1302,1265,1260,1351,1424,1189,996,864,795,590,352,0,1
2017,2017-12-17,Westbound,All Vehicles,921,609,474,407,357,242,314,349,537,962,1154,1355,1342,1362,1310,1333,1455,1356,1232,1059,1056,1138,1028,661,0,1
2017,2017-12-18,Eastbound,All Vehicles,187,157,136,131,344,1054,1953,1816,1658,1524,1311,1302,1254,1216,1131,1147,1296,1390,1322,978,785,701,547,286,0,1
2017,2017-12-18,Westbound,All Vehicles,400,265,176,152,141,379,697,980,1139,1026,1188,1217,1344,1359,1620,1874,1804,1808,1692,1185,1014,1022,925,632,0,1
2017,2017-12-19,Eastbound,All Vehicles,184,114,116,132,334,1089,2018,1801,1815,1508,1500,1377,1275,1237,1254,1231,1331,1444,1397,1028,898,736,580,348,0,1
2017,2017-12-19,Westbound,All Vehicles,410,204,184,135,151,348,766,927,1068,1087,1174,1234,1340,1446,1602,1798,1755,1876,1754,1392,1085,1079,1047,680,0,1
2017,2017-12-20,Eastbound,All Vehicles,177,132,141,157,357,1075,1986,1857,1729,1623,1574,1449,1342,1297,1245,1263,1363,1468,1355,1007,870,808,612,341,0,1
2017,2017-12-20,Westbound,All Vehicles,477,274,186,150,176,373,728,992,1085,1122,1290,1331,1368,1493,1665,1711,1625,1708,1731,1345,1091,1091,992,687,0,1
2017,2017-12-21,Westbound,All Vehicles,277,309,217,172,151,310,744,953,1033,1087,1218,1258,1361,1489,1672,1508,1788,1790,1613,1252,1127,1172,1096,767,0,1
2017,2017-12-21,Eastbound,All Vehicles,117,125,128,158,346,1053,1945,1758,1718,1612,1331,1248,1312,1301,1263,1309,1400,1465,1354,1141,876,819,667,403,0,1
2017,2017-12-22,Eastbound,All Vehicles,242,161,151,182,289,967,1664,1515,1563,1603,1491,1471,1409,1300,1409,1399,1393,1387,1338,1215,977,995,782,568,0,1
2017,2017-12-22,Westbound,All Vehicles,551,363,249,193,180,328,672,845,986,1146,1404,1488,1567,1577,1747,1766,1626,1546,1367,1177,1093,1188,1133,895,0,1
2017,2017-12-23,Westbound,All Vehicles,684,452,371,293,327,287,466,660,842,1181,1431,1397,1440,1408,1468,1382,1314,1245,1135,1100,969,1068,1100,962,0,1
2017,2017-12-23,Eastbound,All Vehicles,364,271,236,235,254,444,803,830,1144,1303,1390,1427,1341,1215,1256,1239,1223,1365,1278,1193,1062,1031,818,608,0,1
2017,2017-12-24,Westbound,All Vehicles,773,589,413,327,317,251,310,419,617,967,1140,1323,1242,1212,1203,1218,1281,1212,1064,990,887,969,1003,803,0,1
2017,2017-12-24,Eastbound,All Vehicles,413,273,232,216,190,367,473,530,802,1221,1240,1157,1165,1110,1004,985,1112,1117,976,986,884,852,754,660,0,1
2017,2017-12-28,Westbound,All Vehicles,447,278,217,159,137,205,389,550,669,888,1076,1077,1163,1112,1295,1336,1328,1283,1090,915,911,1011,882,710,0,1
2017,2017-12-28,Eastbound,All Vehicles,231,125,109,142,235,530,895,839,1026,1121,1236,1241,1207,1096,1100,1135,1153,1269,1133,946,735,701,554,382,0,1
2017,2017-12-30,Westbound,All Vehicles,614,434,373,240,248,209,295,403,572,880,1013,1178,1182,1093,1161,1170,1180,1184,1102,969,862,911,961,804,0,1
2017,2017-12-30,Eastbound,All Vehicles,297,207,169,194,159,349,526,561,842,1046,1201,1268,1264,1165,1140,1144,1217,1229,1171,1076,906,866,684,475,0,1
2017,2017-12-31,Eastbound,All Vehicles,334,245,156,158,162,279,364,431,589,1016,1015,1132,1104,1173,1136,1134,1151,1270,1242,1090,879,707,749,467,0,1
